路线编号,路线起点,路线终点,路线距离(m),起点行政区,终点行政区
4129,3853,3854,98.29,汽开区,汽开区
4130,3854,3832,6.29,汽开区,汽开区
4131,3832,744,68.21,汽开区,汽开区
4132,744,743,73.14,汽开区,汽开区
4133,743,3855,75.51,汽开区,汽开区
4134,3855,3856,88.81,汽开区,汽开区
4135,3856,3847,298.28,汽开区,汽开区
4136,3847,453,143.85,汽开区,汽开区
4137,453,3836,151.07,汽开区,汽开区
4138,3836,2666,109.3,汽开区,汽开区
4139,2666,3857,99.85,汽开区,汽开区
4140,3857,2667,7.62,汽开区,汽开区
4141,3858,2727,156.19,汽开区,汽开区
4142,2727,2673,699.46,汽开区,汽开区
4143,2673,3035,32.46,汽开区,汽开区
4144,3035,3859,14.98,汽开区,汽开区
4145,3859,3860,285.19,汽开区,汽开区
4146,3860,2675,257.62,汽开区,汽开区
4147,2675,399,732.15,汽开区,汽开区
4148,399,105,278.62,汽开区,汽开区
4149,105,612,433.35,汽开区,汽开区
4150,612,913,314.46,汽开区,汽开区
4151,913,573,30.5,汽开区,汽开区
4152,573,829,438.96,汽开区,汽开区
4153,829,3861,250.66,汽开区,汽开区
4154,3861,1372,56.58,汽开区,汽开区
4155,1372,653,514.21,汽开区,汽开区
4156,3862,1255,16.4,绿园区,绿园区
4157,1255,3863,330.33,绿园区,绿园区
4158,3863,3864,1116.21,绿园区,绿园区
4159,1270,3865,842.76,绿园区,绿园区
4160,3865,1256,608.91,绿园区,绿园区
4161,1256,3866,17.5,绿园区,绿园区
4162,3866,3867,559.26,绿园区,绿园区
4163,3864,3868,627.33,绿园区,绿园区
4164,3868,3869,310.88,绿园区,绿园区
4165,3869,779,8.32,绿园区,绿园区
4166,3870,3871,302.83,宽城区,宽城区
4167,3871,3872,255.4,宽城区,宽城区
4168,3873,3874,356.24,宽城区,宽城区
4169,3874,3870,10.0,宽城区,宽城区
4170,3870,3875,316.15,宽城区,宽城区
4171,17,3876,28.78,绿园区,绿园区
4172,3876,3877,103.1,绿园区,绿园区
4173,3877,3878,118.82,绿园区,朝阳区
4174,3878,3879,147.45,朝阳区,朝阳区
4175,3879,3880,11.46,朝阳区,朝阳区
4176,3880,3704,189.44,朝阳区,朝阳区
4177,3704,3881,231.62,朝阳区,朝阳区
4178,3881,1175,11.28,朝阳区,朝阳区
4179,1175,3882,243.0,朝阳区,朝阳区
4180,3882,3883,242.99,朝阳区,朝阳区
4181,3883,3884,97.81,朝阳区,朝阳区
4182,3885,482,110.68,朝阳区,朝阳区
4183,482,3886,176.54,朝阳区,朝阳区
4184,3886,3887,87.64,朝阳区,朝阳区
4185,3887,3888,83.66,朝阳区,朝阳区
4186,3888,3889,9.05,朝阳区,朝阳区
4187,3889,3890,8.83,朝阳区,朝阳区
4188,3890,3891,9.6,朝阳区,朝阳区
4189,3891,3892,94.08,朝阳区,朝阳区
4190,3892,3883,95.6,朝阳区,朝阳区
4191,3883,3784,97.76,朝阳区,朝阳区
4192,3784,1234,107.56,朝阳区,朝阳区
4193,368,1457,234.36,宽城区,宽城区
4194,3893,3894,119.03,朝阳区,朝阳区
4195,3895,3571,103.8,朝阳区,朝阳区
4196,1453,3896,124.48,宽城区,宽城区
4197,3896,2653,119.9,宽城区,宽城区
4198,3897,1454,121.24,宽城区,宽城区
4199,1454,3898,128.01,宽城区,宽城区
4200,478,3899,27.32,朝阳区,朝阳区
4201,3899,3900,80.39,朝阳区,朝阳区
4202,3900,3901,159.86,朝阳区,朝阳区
4203,3901,3902,11.63,朝阳区,朝阳区
4204,1245,3903,111.29,朝阳区,朝阳区
4205,3903,3904,120.03,朝阳区,朝阳区
4206,3678,3773,107.69,朝阳区,朝阳区
4207,3773,3905,115.47,朝阳区,朝阳区
4208,3903,1220,82.09,朝阳区,朝阳区
4209,1220,1166,138.08,朝阳区,朝阳区
4210,3906,3907,151.17,宽城区,宽城区
4211,3907,1426,245.41,宽城区,宽城区
4212,1426,1528,243.27,宽城区,宽城区
4213,3908,1178,191.38,朝阳区,朝阳区
4214,1178,1467,200.63,朝阳区,朝阳区
4215,1467,3909,56.62,朝阳区,朝阳区
4216,3910,3911,94.49,朝阳区,朝阳区
4217,3911,1180,96.45,朝阳区,朝阳区
4218,1180,3912,97.81,朝阳区,朝阳区
4219,3912,1465,102.44,朝阳区,朝阳区
4220,1465,3913,56.7,朝阳区,朝阳区
4221,1457,2602,136.25,宽城区,宽城区
4222,2602,1425,110.07,宽城区,宽城区
4223,1425,1529,244.36,宽城区,宽城区
4224,1529,1538,137.15,宽城区,宽城区
4225,1538,1098,98.12,宽城区,宽城区
4226,475,3914,10.15,朝阳区,朝阳区
4227,3914,3915,7.0,朝阳区,朝阳区
4228,3915,3916,233.52,朝阳区,朝阳区
4229,3916,36,231.06,朝阳区,朝阳区
4230,36,1028,17.4,朝阳区,朝阳区
4231,1179,1466,200.34,朝阳区,朝阳区
4232,1466,3917,56.84,朝阳区,朝阳区
4233,3917,3918,183.07,朝阳区,朝阳区
4234,3918,3572,102.86,朝阳区,朝阳区
4235,3919,3920,92.06,绿园区,绿园区
4236,3920,3921,92.65,绿园区,绿园区
4237,3921,3877,202.89,绿园区,绿园区
4238,3877,3922,63.06,绿园区,绿园区
4239,3922,3923,125.49,绿园区,绿园区
4240,3923,2937,10.23,绿园区,绿园区
4241,3635,3918,163.85,朝阳区,朝阳区
4242,3918,3895,200.06,朝阳区,朝阳区
4243,3895,3924,182.21,朝阳区,朝阳区
4244,3924,941,10.66,朝阳区,朝阳区
4245,3639,3885,364.29,朝阳区,朝阳区
4246,3885,3925,184.49,朝阳区,朝阳区
4247,3925,948,9.33,朝阳区,朝阳区
4248,3926,3927,10.82,朝阳区,朝阳区
4249,3927,3928,4.54,朝阳区,朝阳区
4250,3928,3929,179.04,朝阳区,朝阳区
4251,3929,3930,168.54,朝阳区,绿园区
4252,3930,3878,203.07,绿园区,朝阳区
4253,3878,3931,65.06,朝阳区,朝阳区
4254,3931,3932,124.32,朝阳区,绿园区
4255,3932,2911,9.96,绿园区,绿园区
4256,1233,3882,201.86,朝阳区,朝阳区
4257,3882,3933,93.66,朝阳区,朝阳区
4258,3933,3934,93.85,朝阳区,朝阳区
4259,3934,3935,9.31,朝阳区,朝阳区
4260,3935,3936,9.46,朝阳区,朝阳区
4261,3936,3937,9.76,朝阳区,朝阳区
4262,3937,3938,85.74,朝阳区,朝阳区
4263,3938,3939,86.22,朝阳区,朝阳区
4264,3939,483,280.54,朝阳区,朝阳区
4265,3940,3710,193.7,朝阳区,朝阳区
4266,3710,3941,229.28,朝阳区,朝阳区
4267,3941,1169,11.96,朝阳区,朝阳区
4268,1169,3938,243.85,朝阳区,朝阳区
4269,3938,3887,242.13,朝阳区,朝阳区
4270,3887,3942,95.99,朝阳区,朝阳区
4271,3942,3943,97.17,朝阳区,朝阳区
4272,3943,950,10.77,朝阳区,朝阳区
4273,950,3944,109.23,朝阳区,朝阳区
4274,3944,3945,111.63,朝阳区,朝阳区
4275,3636,3909,85.15,朝阳区,朝阳区
4276,3909,3917,78.75,朝阳区,朝阳区
4277,3917,3913,79.88,朝阳区,朝阳区
4278,3913,3946,126.97,朝阳区,朝阳区
4279,3946,3947,181.03,朝阳区,朝阳区
4280,3947,942,9.37,朝阳区,朝阳区
4281,942,1418,181.64,朝阳区,朝阳区
4282,1105,3948,146.39,宽城区,宽城区
4283,3948,3949,122.47,宽城区,宽城区
4284,3949,1444,122.78,宽城区,宽城区
4285,1444,3950,123.89,宽城区,宽城区
4286,3950,3951,115.07,宽城区,宽城区
4287,3951,1440,120.44,宽城区,宽城区
4288,3952,3953,86.0,朝阳区,朝阳区
4289,3953,3954,41.59,朝阳区,朝阳区
4290,3954,3902,73.97,朝阳区,朝阳区
4291,3902,3955,122.38,朝阳区,朝阳区
4292,3955,3956,44.45,朝阳区,朝阳区
4293,3956,33,92.32,朝阳区,朝阳区
4294,33,1030,40.34,朝阳区,朝阳区
4295,1030,1046,77.79,朝阳区,朝阳区
4296,1046,1082,40.05,朝阳区,朝阳区
4297,1082,356,94.38,朝阳区,朝阳区
4298,356,3957,44.12,朝阳区,朝阳区
4299,3957,3952,6.08,朝阳区,朝阳区
4300,1203,3958,15.88,朝阳区,朝阳区
4301,3958,3696,81.23,朝阳区,朝阳区
4302,3696,3881,96.03,朝阳区,朝阳区
4303,3881,3959,97.41,朝阳区,朝阳区
4304,3959,3960,95.83,朝阳区,朝阳区
4305,3960,3961,8.54,朝阳区,朝阳区
4306,3961,3962,8.48,朝阳区,朝阳区
4307,3962,3963,9.55,朝阳区,朝阳区
4308,3963,3941,86.29,朝阳区,朝阳区
4309,3941,3964,84.98,朝阳区,朝阳区
4310,3964,3965,154.48,朝阳区,朝阳区
4311,3638,3908,83.76,朝阳区,朝阳区
4312,3908,3910,158.3,朝阳区,朝阳区
4313,3910,3966,122.06,朝阳区,朝阳区
4314,3966,3967,85.07,朝阳区,朝阳区
4315,3967,3968,95.75,朝阳区,朝阳区
4316,3968,947,9.7,朝阳区,朝阳区
4317,3969,180,70.36,绿园区,绿园区
4318,3948,3970,217.94,宽城区,宽城区
4319,3970,3971,12.4,宽城区,宽城区
4320,3971,3972,226.78,宽城区,宽城区
4321,3972,1357,115.73,宽城区,宽城区
4322,1357,468,112.36,宽城区,宽城区
4323,1882,3973,213.16,宽城区,宽城区
4324,3974,3975,130.58,宽城区,宽城区
4325,3975,3972,120.48,宽城区,宽城区
4326,3972,3976,117.53,宽城区,宽城区
4327,3977,1448,80.83,宽城区,宽城区
4328,1448,3978,121.04,宽城区,宽城区
4329,3978,3979,139.42,宽城区,宽城区
4330,3979,3980,21.38,宽城区,宽城区
4331,3980,3981,24.87,宽城区,宽城区
4332,3981,1882,151.55,宽城区,宽城区
4333,3982,3983,4.08,宽城区,宽城区
4334,3983,3984,563.64,宽城区,宽城区
4335,3984,3985,76.98,宽城区,宽城区
4336,3985,3986,45.86,宽城区,宽城区
4337,3162,3987,308.03,二道区,二道区
4338,3987,3988,238.2,二道区,二道区
4339,3988,3989,204.61,二道区,二道区
4340,3989,3990,526.98,二道区,二道区
4341,3991,3992,901.71,二道区,经开区
4342,3992,3993,38.61,经开区,经开区
4343,3993,3994,223.73,经开区,经开区
4344,3994,3995,278.34,经开区,经开区
4345,3995,3996,712.76,经开区,经开区
4346,3996,3997,453.34,经开区,经开区
4347,3997,3998,25.47,经开区,经开区
4348,3998,1571,202.36,经开区,经开区
4349,1571,3999,469.5,经开区,经开区
4350,3999,4000,96.35,经开区,经开区
4351,4001,3991,82.84,二道区,二道区
4352,2591,4002,38.33,二道区,二道区
4353,4002,4001,370.21,二道区,二道区
4354,537,543,6.96,汽开区,汽开区
4355,543,4003,590.44,汽开区,汽开区
4356,4000,4004,348.89,经开区,经开区
4357,1323,4005,148.07,汽开区,汽开区
4358,4005,4006,354.16,汽开区,汽开区
4359,4006,4007,370.08,汽开区,朝阳区
4360,4007,163,12.17,朝阳区,朝阳区
4361,163,4008,446.25,朝阳区,朝阳区
4362,4008,4009,214.84,朝阳区,朝阳区
4363,4010,3610,875.42,二道区,二道区
4364,3610,4011,275.62,二道区,二道区
4365,4011,4012,277.66,二道区,二道区
4366,714,4013,512.25,绿园区,绿园区
4367,4013,193,11.29,绿园区,绿园区
4368,193,669,15.78,绿园区,绿园区
4369,669,4014,13.31,绿园区,绿园区
4370,4014,4015,71.91,绿园区,绿园区
4371,4015,4016,80.44,绿园区,绿园区
4372,4016,4017,155.04,绿园区,汽开区
4373,4017,4018,287.55,汽开区,汽开区
4374,4018,4019,190.56,汽开区,汽开区
4375,4019,4020,128.48,汽开区,汽开区
4376,4020,4021,14.83,汽开区,汽开区
4377,4021,832,385.06,汽开区,汽开区
4378,832,665,494.95,汽开区,汽开区
4379,665,2710,105.85,汽开区,汽开区
4380,2710,4022,257.88,汽开区,汽开区
4381,4022,3851,30.31,汽开区,汽开区
4382,186,4023,509.24,绿园区,绿园区
4383,4023,190,9.44,绿园区,绿园区
4384,190,670,17.33,绿园区,绿园区
4385,670,4024,14.5,绿园区,绿园区
4386,4024,4003,400.62,绿园区,汽开区
4387,4003,751,92.07,汽开区,汽开区
4388,751,876,205.4,汽开区,汽开区
4389,876,4025,218.18,汽开区,汽开区
4390,4025,3856,467.59,汽开区,汽开区
4391,4026,4027,12.96,朝阳区,朝阳区
4392,4027,4028,7.25,朝阳区,朝阳区
4393,4028,979,272.61,朝阳区,朝阳区
4394,979,1017,231.91,朝阳区,朝阳区
4395,1017,3599,233.77,朝阳区,南关区
4396,3599,4029,214.96,南关区,南关区
4397,4029,4030,100.0,南关区,南关区
4398,4030,4031,102.56,南关区,南关区
4399,4031,4032,131.88,南关区,南关区
4400,4032,4033,103.07,南关区,南关区
4401,4033,4034,105.92,南关区,南关区
4402,4034,4035,194.09,南关区,南关区
4403,3665,4036,10.28,南关区,南关区
4404,4036,4037,172.26,南关区,南关区
4405,4037,4034,90.67,南关区,南关区
4406,4034,972,161.17,南关区,南关区
4407,1517,4038,393.62,南关区,南关区
4408,3657,4039,9.19,朝阳区,朝阳区
4409,4039,4040,117.97,朝阳区,朝阳区
4410,4040,4041,70.1,朝阳区,朝阳区
4411,4041,4042,73.51,朝阳区,朝阳区
4412,4042,4043,85.17,朝阳区,朝阳区
4413,4043,4044,42.18,朝阳区,朝阳区
4414,4044,4045,42.28,朝阳区,朝阳区
4415,4045,4046,92.79,朝阳区,朝阳区
4416,4046,903,216.57,朝阳区,朝阳区
4417,903,1505,174.17,朝阳区,朝阳区
4418,1505,994,173.36,朝阳区,朝阳区
4419,994,4047,72.61,朝阳区,朝阳区
4420,4047,635,69.87,朝阳区,朝阳区
4421,635,4048,73.2,朝阳区,朝阳区
4422,4048,4049,71.57,朝阳区,朝阳区
4423,4049,4050,168.47,朝阳区,朝阳区
4424,3658,4051,8.46,朝阳区,朝阳区
4425,4051,4052,117.66,朝阳区,朝阳区
4426,4052,4053,69.86,朝阳区,朝阳区
4427,4053,4054,72.49,朝阳区,朝阳区
4428,4054,4055,86.0,朝阳区,朝阳区
4429,4055,4056,86.69,朝阳区,朝阳区
4430,4056,4057,91.42,朝阳区,朝阳区
4431,4057,4058,122.82,朝阳区,朝阳区
4432,4058,904,178.02,朝阳区,朝阳区
4433,904,1504,90.69,朝阳区,朝阳区
4434,1504,995,171.29,朝阳区,朝阳区
4435,995,4059,72.87,朝阳区,朝阳区
4436,4059,634,70.94,朝阳区,朝阳区
4437,634,4060,71.52,朝阳区,朝阳区
4438,4060,4061,71.91,朝阳区,朝阳区
4439,4061,4062,169.62,朝阳区,朝阳区
4440,900,1507,174.38,朝阳区,朝阳区
4441,1507,992,173.4,朝阳区,朝阳区
4442,992,638,142.18,朝阳区,朝阳区
4443,638,4063,144.3,朝阳区,朝阳区
4444,4063,4064,169.72,朝阳区,朝阳区
4445,4064,304,13.24,朝阳区,朝阳区
4446,304,4065,282.85,朝阳区,朝阳区
4447,4065,4066,139.0,朝阳区,朝阳区
4448,4066,269,111.86,朝阳区,朝阳区
4449,1022,3595,233.29,南关区,南关区
4450,3595,4067,213.7,南关区,南关区
4451,4067,4068,87.59,南关区,南关区
4452,4068,4069,14.23,南关区,南关区
4453,4069,3560,217.14,南关区,南关区
4454,3560,64,8.51,南关区,南关区
4455,64,3664,8.7,南关区,南关区
4456,4070,4071,7.41,朝阳区,朝阳区
4457,4071,981,271.68,朝阳区,朝阳区
4458,981,1016,232.25,朝阳区,朝阳区
4459,1016,3600,234.27,朝阳区,南关区
4460,3600,4072,214.57,南关区,南关区
4461,4072,4073,100.23,南关区,南关区
4462,4073,4074,104.18,南关区,南关区
4463,4075,4076,109.48,朝阳区,朝阳区
4464,4076,4052,71.51,朝阳区,朝阳区
4465,4052,4040,188.7,朝阳区,朝阳区
4466,4040,4077,90.35,朝阳区,朝阳区
4467,4077,937,89.88,朝阳区,朝阳区
4468,937,4078,10.86,朝阳区,朝阳区
4469,4078,3804,91.64,朝阳区,朝阳区
4470,3804,3643,89.09,朝阳区,朝阳区
4471,3643,3794,201.68,朝阳区,朝阳区
4472,3794,497,173.28,朝阳区,朝阳区
4473,1142,1153,16.3,朝阳区,朝阳区
4474,1153,4079,5.85,朝阳区,朝阳区
4475,4079,4080,245.83,朝阳区,朝阳区
4476,4080,3906,133.86,朝阳区,宽城区
4477,3906,4081,61.71,宽城区,宽城区
4478,4081,368,142.88,宽城区,宽城区
4479,368,1162,17.55,宽城区,宽城区
4480,1141,1206,132.39,朝阳区,朝阳区
4481,1206,1244,234.11,朝阳区,南关区
4482,1244,3772,110.1,南关区,南关区
4483,3772,3791,156.85,南关区,南关区
4484,3791,1076,206.97,南关区,南关区
4485,1076,1051,16.97,南关区,南关区
4486,1051,4082,75.51,南关区,南关区
4487,4082,4083,36.79,南关区,南关区
4488,4083,1040,334.82,南关区,南关区
4489,1040,4084,147.21,南关区,南关区
4490,4084,1032,130.09,南关区,南关区
4491,1032,4085,389.75,南关区,南关区
4492,4085,61,177.52,南关区,南关区
4493,61,3668,18.37,南关区,南关区
4494,3668,975,354.16,南关区,南关区
4495,975,4086,45.75,南关区,南关区
4496,4086,3113,16.95,南关区,南关区
4497,3113,4087,61.67,南关区,南关区
4498,4087,3112,73.81,南关区,南关区
4499,3112,4088,38.19,南关区,南关区
4500,4088,2541,237.6,南关区,南关区
4501,2541,3669,130.08,南关区,南关区
4502,3669,60,18.28,南关区,南关区
4503,60,4089,181.52,南关区,南关区
4504,4089,1033,385.61,南关区,南关区
4505,1033,1041,281.05,南关区,南关区
4506,1041,4038,197.96,南关区,南关区
4507,4038,1052,245.77,南关区,南关区
4508,1052,1075,16.07,南关区,南关区
4509,1075,4090,110.07,南关区,南关区
4510,4090,3792,96.85,南关区,南关区
4511,3792,1217,267.43,南关区,南关区
4512,1217,1205,233.88,南关区,朝阳区
4513,1205,1142,138.41,朝阳区,朝阳区
4514,4091,4092,216.26,二道区,二道区
4515,4093,3778,1085.0,二道区,二道区
4516,4094,4095,1941.31,经开区,经开区
4517,4096,4097,29.6,经开区,经开区
4518,4098,4094,30.18,经开区,经开区
4519,4097,1588,937.51,经开区,经开区
4520,1588,3070,226.98,经开区,经开区
4521,4099,293,396.48,长春新区(高新),长春新区(高新)
4522,293,4100,84.54,长春新区(高新),长春新区(高新)
4523,4100,4101,151.11,长春新区(高新),长春新区(高新)
4524,4101,2689,771.88,长春新区(高新),长春新区(高新)
4525,2689,3499,519.6,长春新区(高新),朝阳区
4526,3499,4102,72.61,朝阳区,朝阳区
4527,4102,1249,559.56,朝阳区,南关区
4528,1249,1252,280.28,南关区,南关区
4529,1252,3484,254.08,南关区,南关区
4530,3484,338,168.4,南关区,南关区
4531,4103,4104,727.51,长春新区(高新),长春新区(高新)
4532,4104,4105,444.41,长春新区(高新),长春新区(高新)
4533,4106,1293,238.61,长春新区(高新),长春新区(高新)
4534,1293,4107,633.34,长春新区(高新),长春新区(高新)
4535,4107,4108,122.45,长春新区(高新),长春新区(高新)
4536,4108,579,16.22,长春新区(高新),长春新区(高新)
4537,579,4109,16.5,长春新区(高新),长春新区(高新)
4538,4109,4110,114.73,长春新区(高新),长春新区(高新)
4539,4110,4111,21.4,长春新区(高新),长春新区(高新)
4540,4111,2840,68.19,长春新区(高新),长春新区(高新)
4541,1035,1043,279.73,南关区,南关区
4542,1034,1042,276.49,南关区,南关区
4543,4112,4113,110.26,南关区,南关区
4544,4113,1036,217.11,南关区,南关区
4545,4114,4115,378.97,南关区,朝阳区
4546,4116,1031,433.34,南关区,南关区
4547,923,4117,202.97,朝阳区,朝阳区
4548,4118,4119,135.13,绿园区,绿园区
4549,4119,4120,146.01,绿园区,绿园区
4550,4120,4121,67.71,绿园区,绿园区
4551,4121,4122,68.81,绿园区,绿园区
4552,4122,4123,100.88,绿园区,绿园区
4553,4123,4124,97.34,绿园区,绿园区
4554,4124,4125,167.51,绿园区,绿园区
4555,4125,4126,11.55,绿园区,绿园区
4556,4127,421,14.94,南关区,南关区
4557,421,4128,230.91,南关区,长春新区(高新)
4558,4128,4129,234.77,长春新区(高新),长春新区(高新)
4559,4130,4131,110.51,绿园区,绿园区
4560,4131,4132,95.55,绿园区,绿园区
4561,4132,4133,80.99,绿园区,绿园区
4562,4133,4134,89.7,绿园区,绿园区
4563,4134,4135,9.04,绿园区,绿园区
4564,4135,4136,549.31,绿园区,绿园区
4565,4136,3465,385.21,绿园区,绿园区
4566,3465,4137,130.34,绿园区,绿园区
4567,4137,731,187.16,绿园区,绿园区
4568,924,4138,183.27,朝阳区,朝阳区
4569,4138,4139,366.45,朝阳区,朝阳区
4570,4140,422,16.85,南关区,南关区
4571,422,4141,232.55,南关区,长春新区(高新)
4572,4141,4129,377.45,长春新区(高新),长春新区(高新)
4573,4129,4142,322.07,长春新区(高新),长春新区(高新)
4574,4143,423,15.86,南关区,南关区
4575,423,4144,231.85,南关区,南关区
4576,4145,4136,721.94,绿园区,绿园区
4577,4146,4147,17.13,长春新区(高新),长春新区(高新)
4578,4147,4148,364.19,长春新区(高新),长春新区(高新)
4579,4148,4149,232.28,长春新区(高新),长春新区(高新)
4580,416,4150,190.4,南关区,南关区
4581,4150,4148,149.99,南关区,长春新区(高新)
